"","ID","age","job","marital","education","default","balance","housing","loan","contact","day","month","campaign","pdays","previous","poutcome","y"
"6715",17136,35,"management","married","tertiary","no",972,"yes","yes","cellular",25,"jul",16,-1,0,"unknown","no"
"6716",32171,59,"blue-collar","married","primary","no",3302,"no","no","telephone",15,"apr",2,-1,0,"unknown","no"
"6717",19203,42,"technician","married","secondary","yes",-197,"yes","no","cellular",6,"aug",7,-1,0,"unknown","no"
"6718",2185,43,"admin.","single","secondary","no",275,"yes","no","unknown",12,"may",4,-1,0,"unknown","no"
"6719",34101,58,"blue-collar","married","unknown","no",3585,"no","no","cellular",30,"apr",1,167,1,"success","no"
"6720",32492,31,"admin.","married","secondary","no",-170,"yes","yes","cellular",17,"apr",1,326,1,"failure","no"
"6721",14289,30,"technician","married","secondary","no",450,"no","yes","cellular",14,"jul",4,-1,0,"unknown","no"
"6722",34387,32,"management","single","secondary","no",388,"no","no","telephone",4,"may",2,-1,0,"unknown","no"
"6723",42217,40,"management","married","tertiary","no",9366,"no","no","cellular",11,"nov",3,-1,0,"unknown","yes"
"6724",24990,31,"unemployed","married","secondary","no",20,"no","no","telephone",18,"nov",1,-1,0,"unknown","no"
"6725",22010,47,"technician","married","secondary","no",52,"no","no","cellular",20,"aug",4,-1,0,"unknown","no"
"6726",39377,33,"management","married","tertiary","no",81,"yes","no","cellular",22,"may",1,186,1,"failure","no"
"6727",24860,36,"admin.","divorced","secondary","no",454,"yes","no","cellular",18,"nov",1,131,1,"failure","no"
"6728",26185,33,"management","single","secondary","no",20600,"no","no","cellular",20,"nov",1,-1,0,"unknown","no"
"6729",10014,32,"student","single","unknown","no",2313,"yes","no","unknown",9,"jun",0,-1,0,"unknown","no"
"6730",34732,35,"management","single","tertiary","no",107,"yes","no","cellular",6,"may",3,-1,0,"unknown","no"
"6731",38281,55,"technician","married","tertiary","no",-466,"yes","no","cellular",15,"may",1,-1,0,"unknown","yes"
"6732",12019,60,"management","married","tertiary","no",651,"no","no","unknown",20,"jun",2,-1,0,"unknown","no"
"6733",39325,32,"blue-collar","single","secondary","no",135,"yes","no","cellular",18,"may",2,-1,0,"unknown","no"
"6734",24759,37,"technician","married","secondary","no",195,"yes","no","cellular",18,"nov",1,194,2,"failure","no"
"6735",14556,59,"retired","married","primary","no",-90,"no","yes","telephone",15,"jul",5,-1,0,"unknown","no"
"6736",35962,38,"management","divorced","tertiary","no",637,"yes","no","cellular",8,"may",2,343,1,"other","no"
"6737",25442,42,"management","married","secondary","no",283,"yes","no","cellular",18,"nov",1,-1,0,"unknown","no"
"6738",33835,24,"self-employed","single","tertiary","no",2376,"no","no","cellular",27,"apr",1,-1,0,"unknown","yes"
"6739",25655,51,"technician","divorced","tertiary","no",4143,"no","no","cellular",19,"nov",1,-1,0,"unknown","no"
"6740",16403,39,"management","married","secondary","no",6012,"no","no","telephone",23,"jul",2,-1,0,"unknown","no"
"6741",4661,34,"admin.","single","secondary","no",1581,"yes","yes","unknown",20,"may",11,-1,0,"unknown","no"
"6742",36848,35,"unemployed","married","secondary","no",194,"yes","no","cellular",12,"may",3,-1,0,"unknown","no"
"6743",41840,37,"management","married","tertiary","no",413,"no","no","cellular",16,"oct",2,-1,0,"unknown","no"
"6744",38958,30,"services","single","secondary","no",631,"yes","no","cellular",18,"may",1,-1,0,"unknown","no"
"6745",3111,40,"unemployed","divorced","secondary","no",262,"yes","no","unknown",14,"may",5,-1,0,"unknown","no"
"6746",5881,59,"retired","divorced","primary","no",217,"yes","no","unknown",26,"may",3,-1,0,"unknown","no"
"6747",43105,29,"student","single","secondary","no",67,"no","no","cellular",23,"feb",1,187,5,"success","yes"
"6748",13360,34,"admin.","divorced","secondary","no",145,"no","no","cellular",8,"jul",5,-1,0,"unknown","no"
"6749",6879,25,"entrepreneur","single","primary","no",-65,"yes","no","unknown",28,"may",2,-1,0,"unknown","no"
"6750",29411,34,"admin.","divorced","secondary","no",66,"no","no","cellular",3,"feb",6,-1,0,"unknown","no"
"6751",42320,35,"technician","married","tertiary","no",3160,"yes","no","cellular",16,"nov",2,95,1,"failure","yes"
"6752",31375,31,"services","married","secondary","no",447,"no","no","cellular",19,"mar",3,-1,0,"unknown","yes"
"6753",19136,59,"retired","married","secondary","no",1035,"yes","yes","cellular",5,"aug",1,-1,0,"unknown","no"
"6754",33802,36,"services","single","tertiary","no",692,"no","no","cellular",24,"apr",1,-1,0,"unknown","no"
"6755",4020,38,"services","married","secondary","no",246,"yes","no","unknown",16,"may",2,-1,0,"unknown","no"
"6756",33610,45,"services","married","primary","no",-79,"yes","no","cellular",20,"apr",4,348,2,"failure","no"
"6757",41500,58,"management","married","tertiary","no",1227,"no","no","cellular",8,"sep",2,95,1,"success","yes"
"6758",21664,57,"technician","divorced","tertiary","no",114,"no","no","cellular",19,"aug",2,-1,0,"unknown","no"
"6759",11120,39,"self-employed","single","tertiary","no",426,"no","no","unknown",18,"jun",1,-1,0,"unknown","yes"
"6760",22905,39,"technician","single","secondary","no",0,"no","no","cellular",25,"aug",9,-1,0,"unknown","no"
"6761",10184,48,"admin.","married","secondary","no",155,"no","no","unknown",11,"jun",3,-1,0,"unknown","no"
"6762",16279,46,"blue-collar","married","secondary","no",1287,"no","no","cellular",23,"jul",1,-1,0,"unknown","no"
"6763",2128,31,"entrepreneur","single","tertiary","yes",37,"yes","no","unknown",12,"may",1,-1,0,"unknown","no"
"6764",21655,50,"blue-collar","married","primary","no",-1,"no","no","cellular",19,"aug",2,-1,0,"unknown","no"
"6765",256,39,"blue-collar","married","primary","no",279,"yes","no","unknown",5,"may",1,-1,0,"unknown","no"
"6766",36799,41,"technician","single","unknown","no",3652,"yes","no","cellular",12,"may",1,363,2,"success","no"
"6767",33309,36,"entrepreneur","married","secondary","no",24,"yes","no","cellular",20,"apr",1,154,2,"failure","no"
"6768",1916,34,"blue-collar","single","primary","no",359,"yes","no","unknown",9,"may",3,-1,0,"unknown","no"
"6769",40487,63,"retired","married","secondary","no",18016,"no","no","cellular",7,"jul",1,-1,0,"unknown","yes"
"6770",35938,41,"management","married","secondary","no",41,"yes","no","cellular",8,"may",2,364,6,"other","no"
"6771",34419,29,"blue-collar","married","primary","no",6,"yes","no","cellular",5,"may",5,349,2,"other","no"
"6772",14865,48,"services","single","secondary","no",133,"yes","yes","cellular",16,"jul",1,-1,0,"unknown","no"
"6773",44481,79,"retired","divorced","secondary","no",631,"no","no","telephone",9,"aug",5,182,3,"failure","no"
"6774",14573,48,"management","married","tertiary","no",269,"yes","no","cellular",15,"jul",2,-1,0,"unknown","no"
"6775",21465,54,"services","married","secondary","no",3601,"no","no","telephone",18,"aug",3,-1,0,"unknown","no"
"6776",31835,30,"technician","single","secondary","no",2544,"no","no","cellular",8,"apr",2,-1,0,"unknown","yes"
"6777",24538,32,"management","married","tertiary","no",6274,"yes","no","cellular",17,"nov",2,-1,0,"unknown","no"
"6778",40231,28,"technician","single","secondary","no",601,"no","no","cellular",12,"jun",3,105,1,"failure","no"
"6779",14141,58,"admin.","married","secondary","no",0,"yes","no","cellular",11,"jul",2,-1,0,"unknown","no"
"6780",30172,27,"housemaid","single","primary","no",494,"no","no","cellular",5,"feb",10,-1,0,"unknown","no"
"6781",42390,28,"admin.","single","secondary","no",520,"yes","no","cellular",30,"nov",1,168,1,"failure","no"
"6782",22156,33,"technician","married","tertiary","no",15,"no","no","cellular",21,"aug",2,-1,0,"unknown","no"
"6783",30610,55,"technician","married","secondary","no",312,"no","no","cellular",6,"feb",8,9,3,"other","no"
"6784",41176,39,"technician","single","tertiary","no",139,"no","no","telephone",19,"aug",1,79,1,"failure","no"
"6785",31824,32,"self-employed","single","tertiary","no",562,"yes","yes","cellular",8,"apr",1,-1,0,"unknown","no"
"6786",12091,41,"technician","married","secondary","no",0,"no","no","unknown",20,"jun",2,-1,0,"unknown","no"
"6787",33734,45,"technician","married","tertiary","no",5110,"no","no","cellular",22,"apr",2,-1,0,"unknown","yes"
"6788",29794,34,"blue-collar","married","primary","no",3957,"no","yes","cellular",4,"feb",2,-1,0,"unknown","no"
"6789",12939,27,"admin.","single","secondary","no",145,"no","yes","cellular",7,"jul",3,-1,0,"unknown","no"
"6790",31139,28,"admin.","single","secondary","no",119,"no","no","cellular",19,"feb",3,-1,0,"unknown","no"
"6791",24241,52,"admin.","married","secondary","no",1274,"yes","no","cellular",17,"nov",1,-1,0,"unknown","no"
"6792",10815,52,"entrepreneur","married","primary","no",2138,"no","no","unknown",17,"jun",1,-1,0,"unknown","no"
"6793",17581,43,"admin.","married","secondary","no",9173,"no","no","cellular",29,"jul",2,-1,0,"unknown","no"
"6794",15193,30,"technician","single","tertiary","no",178,"no","no","cellular",17,"jul",3,-1,0,"unknown","yes"
"6795",3804,28,"admin.","married","tertiary","no",364,"yes","no","unknown",16,"may",1,-1,0,"unknown","no"
"6796",29871,35,"services","single","primary","no",739,"yes","no","cellular",4,"feb",1,-1,0,"unknown","no"
"6797",6988,52,"blue-collar","married","primary","no",-211,"yes","yes","unknown",28,"may",2,-1,0,"unknown","no"
"6798",28756,55,"blue-collar","married","unknown","no",23,"no","no","cellular",30,"jan",1,2,3,"other","no"
"6799",14910,54,"blue-collar","married","secondary","yes",381,"yes","yes","telephone",16,"jul",1,-1,0,"unknown","no"
"6800",40283,37,"admin.","single","tertiary","no",1000,"yes","no","cellular",15,"jun",1,90,1,"success","yes"
"6801",23238,44,"admin.","married","tertiary","no",6485,"no","no","cellular",27,"aug",19,-1,0,"unknown","no"
"6802",21298,52,"management","married","tertiary","no",52,"no","yes","cellular",18,"aug",4,-1,0,"unknown","no"
"6803",34161,54,"technician","married","secondary","no",0,"no","no","telephone",30,"apr",3,84,3,"success","yes"
"6804",2285,34,"admin.","single","secondary","no",1504,"yes","no","unknown",12,"may",3,-1,0,"unknown","no"
"6805",30502,25,"student","single","secondary","no",2354,"no","no","cellular",5,"feb",7,-1,0,"unknown","yes"
"6806",43301,75,"retired","divorced","primary","no",852,"no","no","cellular",15,"mar",1,-1,0,"unknown","no"
"6807",4073,54,"blue-collar","divorced","primary","no",8180,"no","no","unknown",19,"may",1,-1,0,"unknown","no"
"6808",42926,33,"management","married","tertiary","no",2750,"no","no","cellular",5,"feb",1,-1,0,"unknown","no"
"6809",40175,48,"housemaid","married","secondary","no",3570,"no","no","cellular",5,"jun",2,-1,0,"unknown","no"
"6810",13979,37,"management","single","tertiary","no",159,"no","yes","cellular",10,"jul",3,-1,0,"unknown","no"
"6811",6978,22,"services","single","tertiary","no",223,"yes","no","unknown",28,"may",1,-1,0,"unknown","no"
"6812",38889,24,"services","single","secondary","no",258,"yes","no","cellular",18,"may",1,-1,0,"unknown","no"
"6813",43905,67,"retired","married","unknown","no",2540,"no","no","telephone",14,"jun",5,116,4,"other","yes"
"6814",13375,58,"retired","married","tertiary","no",941,"no","yes","cellular",9,"jul",1,-1,0,"unknown","no"
"6815",6529,49,"blue-collar","divorced","primary","no",15,"yes","no","unknown",27,"may",7,-1,0,"unknown","no"
"6816",30553,34,"technician","single","secondary","no",403,"no","no","cellular",5,"feb",2,-1,0,"unknown","no"
"6817",4120,56,"blue-collar","married","secondary","no",316,"yes","no","unknown",19,"may",1,-1,0,"unknown","no"
"6818",27369,43,"management","single","tertiary","no",146,"no","no","cellular",21,"nov",1,113,5,"other","no"
"6819",40543,60,"admin.","married","secondary","no",1541,"no","no","cellular",8,"jul",3,-1,0,"unknown","no"
"6820",2091,39,"blue-collar","divorced","secondary","no",36,"yes","no","unknown",12,"may",2,-1,0,"unknown","no"
"6821",7988,49,"technician","divorced","secondary","yes",-757,"yes","yes","unknown",2,"jun",1,-1,0,"unknown","no"
"6822",34191,27,"technician","single","secondary","no",1511,"yes","no","cellular",4,"may",1,-1,0,"unknown","no"
"6823",32874,40,"services","divorced","secondary","no",453,"yes","no","cellular",17,"apr",1,150,2,"failure","no"
"6824",33176,35,"blue-collar","single","secondary","no",550,"yes","no","cellular",20,"apr",3,346,1,"failure","no"
"6825",5645,60,"retired","divorced","secondary","no",1718,"yes","no","unknown",26,"may",6,-1,0,"unknown","no"
"6826",28843,45,"blue-collar","married","unknown","no",909,"yes","no","cellular",30,"jan",1,262,1,"other","no"
"6827",26752,47,"management","divorced","tertiary","no",140,"no","yes","cellular",20,"nov",2,-1,0,"unknown","no"
"6828",43349,28,"management","single","tertiary","no",866,"no","no","cellular",23,"mar",2,-1,0,"unknown","yes"
"6829",40808,70,"housemaid","divorced","primary","no",1311,"no","no","cellular",11,"aug",1,-1,0,"unknown","yes"
"6830",31207,35,"services","married","secondary","no",52,"yes","no","cellular",2,"mar",4,-1,0,"unknown","yes"
"6831",13913,30,"entrepreneur","married","secondary","no",1160,"no","yes","cellular",10,"jul",1,-1,0,"unknown","no"
"6832",8668,23,"blue-collar","single","secondary","no",4084,"yes","no","unknown",3,"jun",7,-1,0,"unknown","no"
"6833",25873,55,"management","married","tertiary","no",540,"no","no","cellular",19,"nov",2,-1,0,"unknown","no"
"6834",2780,53,"technician","divorced","primary","no",1443,"yes","no","unknown",14,"may",1,-1,0,"unknown","yes"
"6835",10606,57,"management","divorced","unknown","no",0,"no","no","unknown",16,"jun",2,-1,0,"unknown","no"
"6836",19381,32,"technician","single","tertiary","no",1068,"no","no","cellular",6,"aug",4,-1,0,"unknown","no"
"6837",4907,31,"technician","married","tertiary","no",4315,"yes","no","unknown",21,"may",1,-1,0,"unknown","no"
"6838",38186,32,"services","married","secondary","no",1398,"yes","yes","cellular",15,"may",1,-1,0,"unknown","no"
"6839",375,48,"blue-collar","married","unknown","no",131,"yes","no","unknown",6,"may",1,-1,0,"unknown","no"
"6840",26709,54,"management","divorced","tertiary","no",6410,"no","no","cellular",20,"nov",2,-1,0,"unknown","no"
"6841",6793,27,"technician","married","secondary","no",1577,"yes","yes","unknown",28,"may",2,-1,0,"unknown","no"
"6842",2684,37,"technician","married","secondary","no",511,"yes","no","unknown",13,"may",4,-1,0,"unknown","no"
"6843",25075,39,"management","married","secondary","no",1007,"yes","no","cellular",18,"nov",1,-1,0,"unknown","no"
"6844",16433,57,"management","married","tertiary","no",215,"no","yes","cellular",23,"jul",9,-1,0,"unknown","no"
"6845",20314,59,"technician","married","secondary","no",4186,"no","no","cellular",11,"aug",1,-1,0,"unknown","no"
"6846",40956,35,"blue-collar","married","primary","no",0,"no","no","telephone",13,"aug",1,-1,0,"unknown","no"
"6847",5577,38,"technician","single","secondary","no",372,"no","no","unknown",23,"may",3,-1,0,"unknown","no"
"6848",27721,22,"management","single","tertiary","no",760,"no","no","telephone",7,"dec",1,-1,0,"unknown","no"
"6849",17992,35,"services","married","secondary","no",5,"no","no","cellular",30,"jul",2,-1,0,"unknown","no"
"6850",14863,31,"services","single","secondary","no",85,"no","no","cellular",16,"jul",1,-1,0,"unknown","no"
"6851",301,42,"blue-collar","married","unknown","no",408,"yes","no","unknown",5,"may",2,-1,0,"unknown","no"
"6852",36417,30,"admin.","single","tertiary","no",0,"yes","no","cellular",11,"may",3,-1,0,"unknown","no"
"6853",30332,27,"management","single","tertiary","no",2849,"no","no","cellular",5,"feb",1,-1,0,"unknown","no"
"6854",26775,45,"blue-collar","married","primary","no",5461,"yes","no","cellular",20,"nov",2,-1,0,"unknown","yes"
"6855",44197,29,"student","single","secondary","no",658,"no","no","cellular",15,"jul",2,244,4,"other","yes"
"6856",19225,53,"management","divorced","tertiary","no",269,"no","no","cellular",6,"aug",2,-1,0,"unknown","no"
"6857",17266,48,"admin.","married","secondary","no",-160,"no","yes","cellular",28,"jul",3,-1,0,"unknown","no"
"6858",4775,32,"technician","married","secondary","no",641,"yes","no","unknown",21,"may",1,-1,0,"unknown","no"
"6859",25290,36,"management","married","secondary","no",644,"yes","no","cellular",18,"nov",2,-1,0,"unknown","no"
"6860",22219,53,"admin.","married","secondary","no",105,"no","yes","cellular",21,"aug",2,-1,0,"unknown","no"
"6861",7575,43,"blue-collar","married","secondary","no",1559,"yes","no","unknown",30,"may",1,-1,0,"unknown","no"
"6862",40756,48,"blue-collar","married","secondary","no",1730,"yes","no","cellular",10,"aug",1,102,1,"success","no"
"6863",35610,45,"technician","divorced","secondary","no",3271,"no","no","cellular",7,"may",2,-1,0,"unknown","no"
"6864",16583,34,"management","single","tertiary","no",0,"no","no","cellular",24,"jul",3,-1,0,"unknown","no"
"6865",23791,59,"technician","divorced","secondary","no",0,"no","no","cellular",29,"aug",2,-1,0,"unknown","no"
"6866",6244,35,"blue-collar","single","primary","no",21,"yes","no","unknown",27,"may",1,-1,0,"unknown","no"
"6867",25544,35,"management","single","tertiary","no",578,"yes","no","cellular",19,"nov",1,-1,0,"unknown","no"
"6868",38943,44,"blue-collar","married","primary","no",401,"yes","no","cellular",18,"may",1,-1,0,"unknown","no"
"6869",30329,61,"blue-collar","single","primary","no",433,"no","no","cellular",5,"feb",1,-1,0,"unknown","no"
"6870",28841,45,"unemployed","married","secondary","no",636,"no","no","cellular",30,"jan",1,-1,0,"unknown","no"
"6871",31492,38,"blue-collar","single","secondary","no",2422,"yes","no","cellular",1,"apr",2,-1,0,"unknown","no"
"6872",9746,58,"housemaid","married","primary","no",2348,"no","no","unknown",9,"jun",1,-1,0,"unknown","no"
"6873",27103,44,"management","divorced","unknown","no",1784,"no","yes","cellular",21,"nov",1,-1,0,"unknown","no"
"6874",6586,55,"admin.","married","secondary","no",1123,"no","yes","unknown",28,"may",1,-1,0,"unknown","no"
"6875",37988,31,"management","married","tertiary","no",233,"yes","no","cellular",14,"may",2,365,10,"failure","no"
"6876",24400,47,"management","married","tertiary","no",2919,"yes","no","cellular",17,"nov",1,-1,0,"unknown","no"
"6877",10472,50,"technician","married","tertiary","no",917,"no","no","unknown",16,"jun",2,-1,0,"unknown","no"
"6878",8167,25,"services","single","secondary","no",229,"yes","no","unknown",2,"jun",2,-1,0,"unknown","no"
"6879",36054,38,"services","married","secondary","no",741,"yes","no","cellular",11,"may",1,343,2,"failure","no"
"6880",1618,56,"technician","single","primary","no",230,"yes","no","unknown",9,"may",4,-1,0,"unknown","no"
"6881",3369,29,"student","single","secondary","no",0,"yes","no","unknown",15,"may",3,-1,0,"unknown","no"
"6882",6259,40,"technician","married","secondary","no",56,"yes","yes","unknown",27,"may",1,-1,0,"unknown","no"
"6883",11716,48,"management","married","tertiary","no",5320,"yes","no","unknown",20,"jun",1,-1,0,"unknown","yes"
"6884",27231,42,"self-employed","married","tertiary","no",0,"no","no","telephone",21,"nov",1,-1,0,"unknown","no"
"6885",12118,46,"blue-collar","married","secondary","no",137,"no","no","unknown",20,"jun",3,-1,0,"unknown","no"
"6886",22566,31,"technician","single","tertiary","no",336,"no","no","cellular",22,"aug",1,-1,0,"unknown","no"
"6887",7072,59,"technician","married","secondary","no",519,"yes","no","unknown",28,"may",8,-1,0,"unknown","no"
"6888",48,44,"technician","married","secondary","no",0,"yes","no","unknown",5,"may",2,-1,0,"unknown","no"
"6889",20810,51,"blue-collar","married","primary","no",97,"no","no","cellular",13,"aug",2,-1,0,"unknown","no"
"6890",4187,52,"entrepreneur","divorced","tertiary","no",81,"yes","no","unknown",19,"may",3,-1,0,"unknown","no"
"6891",28433,39,"entrepreneur","single","tertiary","no",1837,"no","no","cellular",29,"jan",1,-1,0,"unknown","no"
"6892",32007,30,"self-employed","married","secondary","no",1772,"yes","no","cellular",13,"apr",4,-1,0,"unknown","no"
"6893",7892,42,"blue-collar","married","secondary","no",1958,"yes","no","unknown",30,"may",3,-1,0,"unknown","no"
"6894",24364,47,"management","married","tertiary","no",3505,"no","no","cellular",17,"nov",2,-1,0,"unknown","yes"
"6895",24537,42,"technician","single","secondary","no",-15,"no","no","cellular",17,"nov",1,145,1,"failure","no"
"6896",6548,33,"blue-collar","married","primary","no",2615,"yes","no","unknown",27,"may",8,-1,0,"unknown","no"
"6897",28223,34,"management","married","tertiary","no",498,"yes","no","cellular",29,"jan",1,251,2,"failure","no"
"6898",29461,41,"management","single","tertiary","no",572,"yes","no","cellular",3,"feb",2,271,2,"failure","no"
"6899",20645,31,"management","single","tertiary","no",391,"yes","no","cellular",12,"aug",3,-1,0,"unknown","no"
"6900",22570,38,"housemaid","single","tertiary","no",0,"no","no","cellular",22,"aug",3,-1,0,"unknown","no"
"6901",8102,37,"technician","married","secondary","no",410,"yes","yes","unknown",2,"jun",6,-1,0,"unknown","no"
"6902",40601,32,"services","married","unknown","no",1016,"no","no","cellular",30,"jul",2,-1,0,"unknown","no"
"6903",5178,33,"technician","divorced","secondary","no",4369,"yes","no","unknown",21,"may",3,-1,0,"unknown","no"
"6904",3014,48,"technician","married","secondary","no",638,"yes","no","unknown",14,"may",1,-1,0,"unknown","no"
"6905",7553,25,"student","single","secondary","no",1790,"no","no","unknown",30,"may",3,-1,0,"unknown","no"
"6906",1052,41,"blue-collar","married","secondary","no",-15,"yes","no","unknown",7,"may",2,-1,0,"unknown","no"
"6907",26742,35,"blue-collar","married","secondary","no",911,"yes","no","cellular",20,"nov",2,181,5,"other","no"
"6908",5355,47,"technician","married","secondary","no",-401,"yes","no","unknown",23,"may",1,-1,0,"unknown","no"
"6909",36865,45,"blue-collar","married","primary","no",644,"yes","no","telephone",12,"may",2,-1,0,"unknown","no"
"6910",37357,37,"management","single","tertiary","no",2576,"yes","no","cellular",13,"may",1,-1,0,"unknown","no"
"6911",43088,59,"unemployed","divorced","secondary","no",7469,"no","no","cellular",22,"feb",1,130,1,"failure","no"
"6912",13352,41,"blue-collar","married","secondary","no",232,"no","no","telephone",8,"jul",3,-1,0,"unknown","no"
"6913",35592,39,"admin.","married","tertiary","no",464,"yes","no","cellular",7,"may",1,-1,0,"unknown","no"
"6914",13425,50,"services","married","secondary","no",1572,"yes","no","cellular",9,"jul",1,-1,0,"unknown","no"
"6915",5734,40,"management","married","tertiary","no",655,"yes","no","unknown",26,"may",1,-1,0,"unknown","no"
"6916",16629,30,"entrepreneur","divorced","tertiary","no",1867,"yes","no","cellular",24,"jul",1,-1,0,"unknown","no"
"6917",10868,47,"unknown","married","unknown","no",1728,"no","no","unknown",17,"jun",1,-1,0,"unknown","no"
"6918",19795,52,"blue-collar","married","secondary","no",1493,"no","no","cellular",8,"aug",2,-1,0,"unknown","no"
"6919",17971,47,"blue-collar","divorced","secondary","yes",-535,"yes","no","cellular",30,"jul",2,-1,0,"unknown","no"
"6920",38539,52,"blue-collar","divorced","primary","no",29,"yes","no","cellular",15,"may",2,298,1,"failure","no"
"6921",12772,42,"management","married","unknown","no",6573,"yes","no","cellular",7,"jul",4,-1,0,"unknown","no"
"6922",32590,60,"management","married","tertiary","no",13546,"no","no","cellular",17,"apr",3,-1,0,"unknown","yes"
"6923",21850,57,"retired","married","primary","no",0,"no","no","cellular",20,"aug",4,-1,0,"unknown","no"
"6924",29159,83,"retired","married","primary","no",425,"no","no","telephone",2,"feb",1,-1,0,"unknown","no"
"6925",30552,42,"technician","married","unknown","no",906,"yes","no","cellular",5,"feb",2,-1,0,"unknown","no"
"6926",41022,36,"technician","single","secondary","no",376,"no","no","cellular",13,"aug",1,-1,0,"unknown","yes"
"6927",32627,35,"blue-collar","married","primary","no",793,"yes","no","cellular",17,"apr",1,-1,0,"unknown","no"
"6928",37409,30,"services","married","secondary","no",2191,"yes","no","cellular",13,"may",4,-1,0,"unknown","no"
"6929",29745,38,"entrepreneur","married","secondary","no",351,"yes","no","cellular",4,"feb",1,244,3,"failure","no"
"6930",33465,45,"unemployed","divorced","primary","no",757,"no","no","cellular",20,"apr",1,325,4,"failure","no"
"6931",43958,50,"admin.","married","secondary","no",100,"yes","no","unknown",18,"jun",1,-1,0,"unknown","no"
"6932",851,36,"services","single","secondary","no",342,"yes","no","unknown",7,"may",1,-1,0,"unknown","no"
"6933",10615,35,"management","single","secondary","no",1610,"yes","no","unknown",16,"jun",3,-1,0,"unknown","yes"
"6934",36148,30,"blue-collar","divorced","primary","no",2597,"yes","no","cellular",11,"may",1,349,3,"failure","no"
"6935",13850,38,"management","divorced","tertiary","no",219,"yes","no","cellular",10,"jul",1,-1,0,"unknown","no"
"6936",44607,27,"student","single","primary","yes",25,"no","no","unknown",28,"aug",1,-1,0,"unknown","no"
"6937",28928,34,"technician","single","secondary","no",258,"no","no","cellular",2,"feb",1,-1,0,"unknown","no"
"6938",30441,54,"technician","married","secondary","no",0,"no","no","telephone",5,"feb",3,-1,0,"unknown","yes"
"6939",2246,28,"technician","single","secondary","no",205,"yes","no","unknown",12,"may",3,-1,0,"unknown","no"
"6940",43456,56,"technician","married","secondary","no",147,"no","no","cellular",12,"apr",1,-1,0,"unknown","no"
"6941",9525,49,"blue-collar","married","secondary","no",1,"no","no","unknown",6,"jun",2,-1,0,"unknown","no"
"6942",29479,32,"blue-collar","married","secondary","no",4471,"yes","no","cellular",3,"feb",1,270,2,"failure","no"
"6943",28583,51,"management","married","tertiary","no",-898,"no","no","cellular",29,"jan",2,-1,0,"unknown","no"
"6944",36670,32,"housemaid","married","primary","no",51,"yes","no","cellular",12,"may",1,-1,0,"unknown","no"
"6945",31766,35,"technician","single","secondary","no",16,"yes","no","cellular",8,"apr",1,-1,0,"unknown","yes"
"6946",22243,34,"management","single","tertiary","no",0,"no","no","cellular",21,"aug",4,-1,0,"unknown","no"
"6947",23509,31,"management","married","tertiary","no",3,"no","no","cellular",28,"aug",17,-1,0,"unknown","no"
"6948",12274,48,"blue-collar","single","secondary","no",2288,"no","no","unknown",24,"jun",4,-1,0,"unknown","no"
"6949",43362,47,"management","single","tertiary","no",334,"yes","no","cellular",26,"mar",1,326,8,"failure","yes"
"6950",27729,28,"admin.","single","secondary","no",6100,"no","no","unknown",27,"dec",1,-1,0,"unknown","no"
"6951",40546,34,"technician","single","tertiary","no",783,"no","no","cellular",8,"jul",1,-1,0,"unknown","no"
"6952",25524,32,"services","single","secondary","no",545,"yes","no","cellular",19,"nov",1,-1,0,"unknown","no"
"6953",22604,51,"management","married","tertiary","no",79,"no","yes","cellular",22,"aug",7,-1,0,"unknown","no"
"6954",18391,36,"admin.","married","secondary","no",3308,"no","yes","cellular",31,"jul",2,-1,0,"unknown","no"
"6955",18087,42,"blue-collar","married","secondary","no",2374,"no","no","cellular",30,"jul",2,-1,0,"unknown","no"
"6956",957,28,"blue-collar","married","secondary","no",225,"yes","yes","unknown",7,"may",2,-1,0,"unknown","no"
"6957",6053,38,"blue-collar","married","secondary","no",229,"no","no","unknown",26,"may",3,-1,0,"unknown","no"
"6958",40126,22,"admin.","single","tertiary","no",377,"no","no","cellular",5,"jun",1,-1,0,"unknown","no"
"6959",11005,56,"retired","married","primary","no",1126,"no","no","unknown",17,"jun",3,-1,0,"unknown","no"
"6960",19457,49,"blue-collar","married","unknown","no",2635,"no","no","cellular",7,"aug",2,-1,0,"unknown","no"
"6961",42361,31,"admin.","single","secondary","no",4198,"no","no","cellular",25,"nov",1,-1,0,"unknown","yes"
"6962",23902,41,"management","single","tertiary","no",2408,"no","no","cellular",29,"aug",2,-1,0,"unknown","no"
"6963",33944,29,"student","single","secondary","no",314,"no","no","cellular",30,"apr",1,-1,0,"unknown","yes"
"6964",27312,25,"technician","married","secondary","no",1059,"yes","no","cellular",21,"nov",1,127,1,"failure","no"
"6965",22929,61,"management","married","tertiary","no",7935,"no","no","cellular",26,"aug",17,-1,0,"unknown","no"
"6966",21979,37,"management","single","tertiary","no",361,"no","no","cellular",20,"aug",2,-1,0,"unknown","no"
"6967",28408,38,"blue-collar","married","primary","no",406,"yes","no","cellular",29,"jan",1,188,5,"failure","no"
"6968",29375,46,"technician","married","secondary","no",1028,"yes","no","cellular",2,"feb",2,208,1,"failure","no"
"6969",6748,50,"blue-collar","married","primary","no",1203,"yes","yes","unknown",28,"may",7,-1,0,"unknown","no"
